"new.id"	"Area.M2"	"p1"	"p2"	"p3"	"p4"	"x"	"y"	"Final.ID"
1971	4701.18515	"grass"	"grass"	"grass"	"grass"	618604.0054	7083690.201	"56064"
1972	28481.0755	"grass"	"grass"	"grass"	"grass"	618195.465	7084008.939	"56065"
1973	9488.5309	"plough"	"plough"	"grain"	"grain"	618752.7565	7084169.037	"56066"
1974	10784.41425	"grass"	"grass"	"grass"	"grass"	616506.065	7085042.773	"56069"
1975	8744.73725	"grass"	"grass"	"grass"	"grass"	616995.8416	7084943.057	"56070"
1976	32174.9083	"grass"	"grass"	"grass"	"grass"	616964.6881	7083957.228	"56072"
1977	5688.02425	"grass"	"grass"	"grass"	"grass"	618563.6225	7083603.184	"56073"
1978	6841.32695	"grass"	"grass"	"grass"	"grass"	618973.24	7085445.943	"56074"
1979	4662.23325	"plough"	"plough"	"grain"	"grain"	619280.185	7085400.842	"56075"
1980	3648.9446	"stubble"	"plough"	"plough"	"grain"	617699.6694	7084530.108	"56076"
1981	37943.849	"stubble"	"stubble"	"stubble"	"grass"	617923.0275	7084252.705	"56077"
1982	3310.1815	"grass"	"grass"	"grass"	"grass"	618665.4875	7083519.804	"56150"
1983	21108.935	"stubble"	"plough"	"grain"	"grain"	617969.1165	7084755.787	"56176"
1984	5511.28735	"stubble"	"plough"	"plough"	"grain"	618127.2385	7084001.343	"56181"
1985	44581.4331	"stubble"	"plough"	"plough"	"grain"	618528.7025	7085069.15	"56182"
1986	14321.22045	"grass"	"grass"	"grass"	"grass"	620795.4575	7084408.789	"56190"
1987	10506.84035	"grass"	"grass"	"grass"	"grass"	620630.03	7084259.857	"56198"
1988	4031.55	"grass"	"grass"	"grass"	"grass"	620227.62	7084096.304	"56204"
1989	19035.1269	"grass"	"grass"	"grass"	"grass"	621049.24	7084133.061	"56207"
1990	10838.51135	"grass"	"grass"	"grass"	"grass"	620839.55	7084245.704	"56212"
1991	14163.95725	"grass"	"grass"	"grass"	"grass"	619998.8325	7084488.817	"56214"
1992	3567.79625	"grass"	"grass"	"grass"	"grass"	620181.5974	7084427.754	"56217"
1993	3835.5081	"grass"	"grass"	"grass"	"grass"	620085.66	7084475.512	"56218"
1994	5068.56545	"grass"	"grass"	"grass"	"grass"	620561.1762	7084183.018	"56219"
1995	26541.14125	"grass"	"grass"	"grass"	"grass"	620902.82	7084908.605	"56224"
1996	30849.34425	"grass"	"grass"	"grass"	"grass"	620373.2975	7084164.451	"56226"
1997	14571.5239	"grass"	"grass"	"grass"	"grass"	620058.1	7084176.773	"56234"
1998	35704.6243	"grass"	"grass"	"grass"	"grass"	616360.615	7095269.889	"56236"
1999	7164.34745	"grass"	"grass"	"grass"	"grass"	616261.7731	7095037.239	"56239"
2000	3048.93785	"grass"	"grass"	"grass"	"grass"	616313.095	7093579.015	"56243"
2001	1646.6694	"stubble"	"stubble"	"grass"	"grass"	616111.1675	7093413.878	"56244"
2002	3401.53225	"grass"	"grass"	"grass"	"grass"	608767.5264	7084649.402	"56258"
2003	54604.1784	"grass"	"grass"	"grass"	"grass"	609596.9024	7084646.682	"56259"
2004	62458.71955	"stubble"	"stubble"	"plough"	"grain"	612041.375	7086094.738	"56263"
2005	21084.8196	"plough"	"plough"	"plough"	"grain"	612379.6875	7086154.575	"56264"
2006	223891.6744	"plough"	"plough"	"plough"	"grain"	610577.8125	7084245.751	"56265"
2007	15202.4593	"grass"	"grass"	"grass"	"grass"	611967.8421	7090723.384	"56267"
2008	6205.98695	"grass"	"grass"	"grass"	"grass"	612117.52	7092208.548	"56268"
2009	13038.9604	"grass"	"grass"	"grass"	"grass"	615015.1425	7095862.156	"56273"
2010	8563.0076	"grass"	"grass"	"grass"	"grass"	615124.36	7095977.567	"56274"
2011	8312.05625	"grass"	"grass"	"grass"	"grass"	614247.885	7094722.863	"56277"
2012	49108.27905	"grass"	"plough"	"grain"	"grain"	613197.095	7087833.857	"56282"
2013	19646.755	"grass"	"grass"	"grass"	"grass"	616831.8363	7082779.555	"56285"
2014	32833.5276	"plough"	"plough"	"grain"	"grain"	617827.1504	7082972.82	"56286"
2015	17391.3704	"grass"	"grass"	"grass"	"grass"	616984.921	7083693.292	"56290"
2016	88315.3104	"grass"	"grass"	"grain"	"grain"	616019.9314	7093576.574	"56293"
2017	21256.68665	"other"	"other"	"other"	"other"	616015.4728	7093372.432	"56294"
2018	22708.1268	"stubble"	"plough"	"plough"	"grain"	616243.2025	7084834.739	"56295"
2019	5101.56105	"plough"	"plough"	"plough"	"grain"	616362.0675	7084486.692	"56297"
2020	11676.47555	"grass"	"grass"	"grass"	"grass"	613865.175	7093694.005	"56318"
2021	3049.19375	"grass"	"grass"	"grass"	"grass"	614215.6791	7092091.709	"56332"
2022	825.04435	"grass"	"grass"	"grass"	"grass"	611512.89	7092522.129	"56343"
2023	5146.05875	"grass"	"grass"	"grass"	"grass"	611087.88	7092341.704	"56344"
2024	2360.2218	"grass"	"grass"	"grass"	"grass"	610047.3022	7092173.653	"56346"
2025	22278.14305	"grass"	"grass"	"grass"	"grass"	612653.8835	7091608.641	"56360"
2026	3503.00485	"grass"	"grass"	"grass"	"grass"	611327.1507	7090198.74	"56391"
2027	6651.73335	"grass"	"grass"	"grass"	"grass"	612787.7801	7090089.341	"56394"
2028	3796.9053	"grass"	"grass"	"grass"	"grass"	610666.255	7088148.881	"56423"
2029	7858.534	"grass"	"grass"	"grass"	"grass"	611009.0893	7088003.21	"56428"
2030	2109.59775	"grass"	"grass"	"grass"	"grass"	611319.4644	7089004.182	"56432"
2031	4448.7008	"grass"	"grass"	"grass"	"grass"	611553.368	7089042.069	"56434"
2032	14532.8708	"grass"	"grass"	"grass"	"grass"	611671.135	7089036.954	"56435"
2033	478.1056	"grass"	"grass"	"grass"	"grass"	611691.065	7088934.471	"56436"
2034	3946.68515	"grass"	"plough"	"plough"	"plough"	614288.6325	7087792.444	"56460"
2035	19967.2784	"grass"	"plough"	"plough"	"grain"	614264.865	7087582.568	"56461"
2036	9107.152	"stubble"	"plough"	"plough"	"plough"	613722.945	7087602.416	"56462"
2037	923.36305	"grass"	"grass"	"grass"	"grass"	610427.4375	7087699.41	"56467"
2038	2135.75035	"grass"	"grass"	"grass"	"grass"	610327.8776	7087693.878	"56468"
2039	7619.1933	"grass"	"grass"	"grass"	"grass"	608466.9798	7087010.549	"56488"
2040	5363.8999	"grass"	"grass"	"grass"	"grass"	609090.3225	7087169.299	"56489"
2041	2454.5114	"grass"	"grass"	"grass"	"grass"	609212.0075	7087022.887	"56490"
2042	667.6646	"grass"	"grass"	"grass"	"grass"	610484.7875	7087184.561	"56493"
2043	3098.93445	"grass"	"grass"	"grass"	"grass"	611384.9175	7086649.573	"56513"
2044	5461.64415	"grass"	"grass"	"grass"	"grass"	610885.285	7085756.683	"56548"
2045	22375.1493	"grass"	"grass"	"grass"	"grass"	608771.2702	7084750.831	"56565"
2046	750.6056	"grass"	"grass"	"grass"	"grass"	608868.4264	7084355.466	"56588"
2047	24769.80975	"grass"	"grass"	"grass"	"grass"	608282.465	7083421.959	"56624"
2048	5477.88505	"grass"	"grass"	"grass"	"grass"	610239.485	7083977.691	"56630"
2049	22866.8235	"grass"	"grass"	"grass"	"grass"	613637.985	7082177.699	"56639"
2050	155792.9902	"plough"	"grain"	"grain"	"grain"	614074.975	7082519.263	"56642"
2051	1566.0844	"stubble"	"plough"	"grain"	"grain"	615099.9621	7081705.126	"56647"
2052	4719.68155	"plough"	"grain"	"grain"	"grain"	617199.2175	7082275.427	"56662"
2053	2925.9373	"other"	"other"	"other"	"other"	616855.345	7082928.651	"56663"
2054	1034.8815	"grass"	"grass"	"grass"	"grass"	616815.4268	7082953.345	"56664"
2055	10462.95195	"plough"	"plough"	"plough"	"grain"	617437.6625	7084003.76	"56673"
2056	2097.67535	"stubble"	"plough"	"plough"	"grain"	619152.2038	7087012.538	"56705"
2057	11073.8177	"grass"	"grass"	"grass"	"grass"	616250.5525	7093497.17	"56721"
2058	20804.1698	"grass"	"grass"	"grass"	"grass"	614898.1325	7095681.541	"56746"
2059	37626.47555	"stubble"	"stubble"	"grass"	"grass"	613966.1175	7092546.263	"56757"
2060	13857.32385	"plough"	"plough"	"grain"	"grain"	607751.1627	7084989.665	"56762"
2061	1203.61235	"grass"	"grass"	"grass"	"grass"	608459.4222	7084925.753	"56765"
2062	62697.0568	"grass"	"grass"	"grass"	"grass"	611972.35	7090607.542	"56768"
2063	146586.627	"grass"	"grass"	"grass"	"grass"	615688.415	7095395.454	"56772"
2064	8258.1738	"grass"	"grass"	"grass"	"grass"	611910.93	7089763.011	"56774"
2065	16713.75095	"grass"	"grass"	"grass"	"grass"	612615.8825	7090081.891	"56775"
2066	11356.888	"grass"	"grass"	"grass"	"grass"	612683.5225	7090180.966	"56777"
2067	6449.05295	"grass"	"grass"	"grass"	"grass"	611479.92	7090376.532	"56780"
2068	52896.8089	"grass"	"grass"	"grass"	"grass"	614868.9675	7092557.603	"56783"
2069	73020.64755	"grass"	"grass"	"grass"	"grass"	613584.2825	7094453.006	"56788"
2070	42022.80175	"plough"	"plough"	"grain"	"grain"	611549.4125	7094791.067	"56798"
2071	58832.5548	"grass"	"grass"	"grass"	"grass"	612105.4375	7092715.388	"56804"
2072	2651.64335	"grass"	"grass"	"grass"	"grass"	610610.2456	7090826.108	"56815"
2073	5644.7576	"grass"	"grass"	"grass"	"grass"	611757.95	7090686.062	"56817"
2074	4954.66235	"grass"	"grass"	"grass"	"grass"	610568.2175	7090719.307	"56820"
2075	9417.5256	"grass"	"grass"	"grass"	"grass"	611435.0963	7090454.385	"56821"
2076	197019.3831	"stubble"	"grain"	"grain"	"grain"	617196.0051	7081824.521	"56824"
2077	7108.57095	"stubble"	"plough"	"plough"	"grain"	617916.87	7083553.968	"56829"
2078	88371.6918	"plough"	"grain"	"grain"	"grain"	614474.935	7082556.98	"56830"
2079	21442.85695	"stubble"	"stubble"	"stubble"	"grass"	614819.425	7083348.471	"56836"
2080	92596.99285	"stubble"	"stubble"	"grass"	"grass"	617226.43	7084389.274	"56838"
2081	15561.4753	"grass"	"grass"	"grain"	"grain"	613093.335	7085754.512	"56846"
2082	45654.3257	"potato"	"potato"	"grain"	"grain"	611798.69	7085496.997	"56847"
2083	43038.7006	"grass"	"grass"	"grass"	"grass"	610592.05	7083809.573	"56853"
2084	3117.3414	"stubble"	"plough"	"grain"	"grain"	613478.4075	7086337.055	"56854"
2085	154498.6415	"grass"	"grass"	"grain"	"grain"	618434.5975	7085310.42	"56855"
2086	7267.12155	"stubble"	"plough"	"plough"	"plough"	618213.6152	7085045.624	"56856"
2087	43362.99195	"grass"	"grass"	"grass"	"grass"	611779.53	7087001.962	"56877"
2088	12868.61625	"grass"	"grass"	"plough"	"plough"	611658.5375	7087118.79	"56878"
2089	142510.9972	"grass"	"grass"	"grass"	"grass"	612111.16	7089822.852	"56879"
2090	10238.76685	"grass"	"grass"	"grass"	"grass"	611090.1775	7089911.676	"56881"
2091	56167.13285	"grass"	"grass"	"grass"	"grass"	610376.36	7087921.691	"56889"
2092	9772.2978	"grass"	"grass"	"grass"	"grass"	610078.83	7087070.092	"56890"
2093	11673.23465	"grass"	"grass"	"grass"	"grass"	608411.11	7084770.86	"56895"
2094	45937.3862	"stubble"	"plough"	"grain"	"grain"	615488.39	7081617.51	"56926"
2095	2135.45805	"grass"	"grass"	"grass"	"grass"	611281.85	7092378.4	"56927"
2096	9002.44665	"grass"	"grass"	"grass"	"grass"	613730.1184	7093600.86	"56935"
2097	2317.0891	"grass"	"grass"	"grass"	"grass"	618519.485	7085997.234	"56943"
2098	31019.12235	"stubble"	"plough"	"grass"	"plough"	616688.645	7085744.999	"56944"
2099	32520.3261	"grass"	"grass"	"grain"	"grain"	617979.915	7085653.955	"56945"
2100	59313.9351	"plough"	"plough"	"grain"	"grain"	617903.6311	7083862.766	"56947"
2101	30046.65225	"grass"	"grass"	"grass"	"grass"	614380.38	7094073.822	"56958"
2102	10626.288	"grass"	"grass"	"grass"	"grass"	608567.0485	7086461.233	"56999"
2103	170410.5792	"grass"	"grass"	"grass"	"grass"	607508.785	7085264.872	"57006"
2104	54769.68865	"grass"	"grass"	"grass"	"grass"	609171.79	7085132.496	"57024"
2105	74284.86195	"grass"	"grass"	"grass"	"grass"	609695.7565	7085183.927	"57025"
2106	21134.10465	"grass"	"grass"	"grass"	"grass"	608066.6575	7083806.654	"57026"
2107	3981.67215	"grass"	"grass"	"grass"	"grass"	608355.2847	7085495.448	"57028"
2108	21378.85825	"grass"	"grass"	"grass"	"grass"	609587.475	7088142.149	"57056"
2109	267537.7399	"plough"	"plough"	"grain"	"grain"	613111.375	7083752.2	"57064"
2110	326738.2001	"plough"	"grain"	"grain"	"grain"	615478.965	7081906.149	"57065"
2111	126879.0202	"stubble"	"plough"	"grain"	"grain"	616823.2825	7081924.121	"57067"
2112	10037.8306	"stubble"	"plough"	"grain"	"grain"	614050.0575	7083350	"57068"
2113	161322.7946	"plough"	"grain"	"grain"	"grain"	615820.7602	7082764.036	"57072"
2114	10482.96685	"plough"	"grain"	"grain"	"grain"	614107.4071	7081763.098	"57075"
2115	34643.7133	"plough"	"plough"	"grain"	"grain"	614199.115	7081950.844	"57076"
2116	49496.34765	"other"	"other"	"other"	"other"	616408.759	7081681.224	"57081"
2117	9178.1229	"grass"	"grass"	"grass"	"grass"	614466.705	7081926.91	"57083"
2118	41569.8545	"stubble"	"stubble"	"plough"	"grain"	612355.125	7085930.71	"57086"
2119	7067.95495	"grass"	"grass"	"grass"	"grass"	610645.965	7087145.416	"57087"
2120	27806.5145	"grass"	"grass"	"grass"	"grass"	610908.38	7085620.106	"57089"
2121	437225.7476	"grass"	"grass"	"grain"	"grain"	612818.045	7087372.774	"57100"
2122	17990.4114	"stubble"	"stubble"	"plough"	"grain"	612235.9828	7085654.936	"57101"
2123	102263.0952	"plough"	"plough"	"plough"	"plough"	613028.02	7086070.642	"57112"
2124	44491.87995	"grass"	"plough"	"plough"	"plough"	612077.9775	7084543.237	"57119"
2125	25390.1553	"grass"	"grass"	"grass"	"grain"	610201.0875	7084866.062	"57122"
2126	2714.14385	"grass"	"grass"	"grass"	"grass"	610466.5468	7085319.353	"57125"
2127	43983.57435	"grass"	"grass"	"plough"	"grain"	612696.605	7091396.685	"57145"
2128	12010.4688	"grass"	"grass"	"grass"	"grain"	613041.32	7091379.321	"57146"
2129	8553.64745	"grass"	"grass"	"grass"	"grass"	611620.3684	7091527.725	"57147"
2130	3875.9293	"grass"	"grass"	"grass"	"grass"	610747.8425	7090938.949	"57148"
2131	27616.3636	"grass"	"grass"	"grass"	"grass"	611333.215	7090634.236	"57149"
2132	10404.86445	"grass"	"grass"	"grass"	"grass"	612883.57	7090496.604	"57151"
2133	11013.0736	"grass"	"grass"	"grass"	"grass"	612723.405	7091857.005	"57155"
2134	2717.7784	"grass"	"grass"	"grass"	"grass"	610485.385	7089746.882	"57164"
2135	11040.63935	"grass"	"grass"	"grass"	"grass"	612120.835	7089426.277	"57166"
2136	23698.6217	"grass"	"grass"	"grass"	"grass"	611372.4425	7088263.631	"57168"
2137	155233.9172	"plough"	"plough"	"grain"	"grain"	611618.97	7095530.864	"57173"
2138	26353.5739	"grass"	"grass"	"grass"	"grass"	614765.3114	7095348.593	"57180"
2139	5587.6166	"grass"	"grass"	"grass"	"grass"	615014.615	7095469.526	"57181"
2140	75505.4948	"plough"	"grain"	"grain"	"grain"	611703.8498	7095029.284	"57187"
2141	51567.97035	"grass"	"grass"	"plough"	"grain"	610711.06	7093776.189	"57188"
2142	151397.8852	"plough"	"grain"	"grain"	"grain"	611563.81	7094494.902	"57198"
2143	16020.7799	"stubble"	"stubble"	"plough"	"grain"	611711.235	7094599.731	"57199"
2144	42320.90885	"plough"	"plough"	"plough"	"grain"	611642.125	7094890.364	"57200"
2145	32823.7662	"grass"	"grass"	"grass"	"grass"	613680.005	7094269.907	"57201"
2146	88610.5992	"plough"	"plough"	"grain"	"grain"	612825.165	7087603.256	"57236"
2147	6985.25235	"grass"	"grass"	"grass"	"grass"	613092.89	7092058.594	"57239"
2148	16869.25705	"grass"	"grass"	"grass"	"grass"	614889.645	7091050.933	"57240"
2149	118393.044	"stubble"	"plough"	"grain"	"grain"	613854.6625	7090431.984	"57242"
2150	35329.4579	"plough"	"grain"	"grain"	"grain"	618194	7082447.105	"57256"
2151	48613.5974	"other"	"grass"	"grass"	"grass"	619428.27	7083023.467	"57257"
2152	8439.51135	"other"	"grass"	"grass"	"grass"	618872.145	7082863.183	"57258"
2153	11065.38485	"grass"	"grain"	"grain"	"grain"	617207.5925	7082169.101	"57260"
2154	10051.94265	"grass"	"grain"	"grain"	"grain"	616677.0705	7080992.757	"57261"
2155	17887.41915	"plough"	"grain"	"grain"	"grain"	617027.63	7081450.501	"57262"
2156	18731.802	"grass"	"grass"	"grass"	"grass"	619760.615	7083245.986	"57269"
2157	24965.1224	"grass"	"grass"	"grass"	"grass"	619783.815	7083033.368	"57278"
2158	105109.7938	"plough"	"plough"	"plough"	"grain"	618984.6825	7085986.261	"57281"
2159	84703.70575	"stubble"	"stubble"	"grain"	"grain"	616832.0925	7085577.345	"57287"
2160	150380.6868	"plough"	"plough"	"plough"	"grain"	619581.2425	7084391.843	"57288"
2161	106544.0236	"stubble"	"plough"	"grain"	"grain"	618578.1118	7084150.358	"57289"
2162	16297.79535	"grass"	"grass"	"grass"	"grass"	619043.0332	7084571.58	"57292"
2163	155941.1625	"grass"	"grass"	"grass"	"grass"	608238.75	7084847.321	"57305"
2164	68523.0984	"grass"	"grass"	"grass"	"grass"	607824.3625	7084073.511	"57306"
2165	28658.3249	"stubble"	"stubble"	"grass"	"grain"	614182.6482	7091048.27	"57313"
2166	8826.41485	"grass"	"grass"	"grass"	"grass"	611558.9	7090637.359	"57314"
2167	6923.4256	"grass"	"grass"	"grass"	"grass"	610417.5025	7083781.793	"57318"
2168	21425.80095	"grass"	"grass"	"grass"	"grass"	608578.5702	7085084.663	"57326"
2169	33821.23155	"plough"	"plough"	"grain"	"grain"	616060.78	7081824.718	"57332"
2170	5998.097	"grass"	"grass"	"grass"	"grass"	611531.94	7087516.712	"57333"
2171	14674.68545	"grass"	"grass"	"grass"	"grass"	610819.3728	7083886.258	"57335"
2172	44238.47515	"grass"	"grass"	"grass"	"grass"	611349.5325	7089229.042	"57337"
2173	34036.77015	"grass"	"grass"	"grass"	"grass"	613748.59	7093105.743	"57339"
2174	75614.559	"grass"	"grass"	"grass"	"grass"	608361.405	7084644.562	"57340"
2175	66131.046	"grass"	"plough"	"grain"	"grain"	607687.8025	7087084.387	"57341"
2176	2110.14055	"grass"	"grass"	"grass"	"grass"	607575.085	7083117.091	"57587"
2177	5173.83565	"grass"	"grass"	"grass"	"grass"	607772.35	7083195.088	"57650"
2178	15428.9734	"grass"	"grass"	"grass"	"grass"	608001.7625	7083161.096	"57651"
2179	1176.13075	"grass"	"grass"	"grass"	"grass"	608246.4545	7084670.404	"57674"
2180	1154.0013	"grass"	"grass"	"grass"	"grass"	608517.9953	7084929.647	"57676"
2181	2292.2266	"grass"	"grass"	"grass"	"grass"	608536.149	7084839.216	"57677"
2182	1707.5255	"grass"	"grass"	"grass"	"grass"	608734.5375	7084583.54	"57678"
2183	4746.2361	"grass"	"grass"	"grass"	"grass"	608858.055	7084918.36	"57679"
2184	1404.3049	"grass"	"grass"	"grass"	"grass"	607887.16	7085308.6	"57685"
2185	4519.31655	"grass"	"grass"	"grass"	"grass"	608188.77	7085027.071	"57690"
2186	28164.04475	"grass"	"grass"	"grass"	"grass"	608341.5675	7085043.574	"57691"
2187	1187.1214	"grass"	"grass"	"grass"	"grass"	609088.105	7084545.608	"57694"
2188	4585.32545	"grass"	"grass"	"grass"	"grass"	609850.27	7084579.56	"57703"
2189	1487.34745	"grass"	"grass"	"grass"	"grass"	611020.3698	7085281.025	"57726"
2190	4106.92155	"grass"	"grass"	"grass"	"grass"	610449.7483	7085389.172	"57742"
2191	3642.5015	"grass"	"grass"	"grass"	"grass"	610372.04	7085663.657	"57745"
2192	3594.32375	"grass"	"grass"	"grass"	"grass"	610301.5506	7085656.436	"57746"
2193	85663.3147	"grass"	"grass"	"grass"	"grass"	611117.2	7085788.9	"57751"
2194	5566.1984	"grass"	"grass"	"grass"	"grass"	612015.8785	7085714.034	"57760"
2195	2124.50365	"grass"	"grass"	"grass"	"grass"	612183.395	7085924.398	"57761"
2196	6451.89265	"grass"	"grass"	"grass"	"grass"	611107.48	7086483.93	"57765"
2197	1663.5834	"grass"	"grass"	"grass"	"grass"	611299.2151	7086254.473	"57771"
2198	3199.00795	"grass"	"grass"	"grass"	"grass"	611783.7707	7086807.657	"57779"
2199	940.85785	"grass"	"grass"	"grass"	"grass"	611130.69	7086970.533	"57787"
2200	8416.14215	"grass"	"grass"	"grass"	"grass"	612615.51	7087221.004	"57789"
2201	33408.4267	"grass"	"grass"	"grass"	"grass"	611072.91	7085573.08	"57804"
2202	2154.37115	"grass"	"grass"	"grass"	"grass"	610488.345	7085748.227	"57806"
2203	3279.9505	"grass"	"grass"	"grass"	"grass"	610378.7429	7085916.877	"57807"
2204	2212.2811	"grass"	"grass"	"grass"	"grass"	610417.8441	7085970.698	"57809"
2205	9960.6822	"grass"	"grass"	"grass"	"grass"	610918.75	7087139.011	"57816"
2206	8061.3705	"grass"	"grass"	"grass"	"grass"	610237	7087223.566	"57821"
2207	1905.7326	"grass"	"grass"	"grass"	"grass"	611187.8835	7087582.933	"57827"
2208	5304.5597	"grass"	"grass"	"grass"	"grass"	611050.3754	7088009.453	"57832"
2209	694.24625	"grass"	"grass"	"grass"	"grass"	608330.3749	7086186.652	"57848"
2210	9372.1599	"grass"	"grass"	"grass"	"grass"	608348.7475	7086279.228	"57849"
2211	2348.91855	"grass"	"grass"	"grass"	"grass"	608718.675	7086435.613	"57850"
2212	2605.8439	"grass"	"grass"	"grass"	"grass"	608670.2199	7086602.605	"57851"
2213	1172.31845	"grass"	"grass"	"grass"	"grass"	609306.9417	7085524.071	"57852"
2214	876.8885	"grass"	"grass"	"grass"	"grass"	611747.4125	7088836.327	"57971"
2215	6358.15875	"grass"	"grass"	"grass"	"grass"	612513.1725	7089928.908	"57976"
2216	8348.1438	"grass"	"grass"	"grass"	"grass"	612672.6025	7090238.959	"57977"
2217	8516.59835	"grass"	"grass"	"grass"	"grass"	611901.885	7090397.109	"57979"
2218	11377.8591	"grass"	"grass"	"grass"	"grass"	611981.185	7090389.445	"57980"
2219	7348.02785	"grass"	"grass"	"grass"	"grass"	610467.7752	7088924.543	"57986"
2220	3418.5884	"grass"	"grass"	"grass"	"grass"	610589.3375	7089075.753	"57987"
2221	3278.545	"grass"	"grass"	"grass"	"grass"	611138.925	7089140.526	"57989"
2222	3857.85135	"grass"	"grass"	"grass"	"grass"	610998.765	7089647.716	"57994"
2223	1329.8723	"grass"	"grass"	"grass"	"grass"	612087.1525	7089702.959	"57999"
2224	3442.68555	"grass"	"grass"	"grass"	"grass"	611904.2542	7089370.134	"58001"
2225	13078.88535	"grass"	"grass"	"plough"	"plough"	611529.8712	7089634.451	"58007"
2226	9944.48695	"grass"	"grass"	"grass"	"grass"	611808.99	7089034.433	"58010"
2227	2255.6953	"grass"	"grass"	"grass"	"grass"	611941.2925	7089080.833	"58011"
2228	3753.27045	"grass"	"grass"	"grass"	"grass"	611907.76	7089604.043	"58013"
2229	3092.76305	"grass"	"grass"	"grass"	"grass"	611213.9025	7089110.711	"58015"
2230	1012.5538	"grass"	"grass"	"grass"	"grass"	611291.4507	7088921.036	"58017"
2231	11304.7865	"grass"	"plough"	"plough"	"grain"	613040.1131	7090507.19	"58018"
2232	30587.93215	"grass"	"grass"	"grass"	"grass"	613233.3037	7090028.107	"58019"
2233	5433.2709	"grass"	"grass"	"grass"	"grass"	614025.7521	7090258.171	"58023"
2234	7220.4754	"grass"	"grass"	"grass"	"grass"	614132.4075	7090462.45	"58025"
2235	3210.5455	"grass"	"grass"	"grass"	"grass"	613710.5525	7090186.303	"58027"
2236	4476.63475	"grass"	"grass"	"grass"	"grass"	613106.655	7090381.101	"58029"
2237	5252.61805	"grass"	"grass"	"grass"	"grass"	614207.1322	7088630.282	"58035"
2238	4778.953	"grass"	"grass"	"grass"	"grass"	613127.4694	7091884.594	"58055"
2239	14387.66215	"grass"	"grass"	"grass"	"grass"	613181.115	7091557.249	"58056"
2240	7331.69545	"stubble"	"stubble"	"grass"	"grass"	613021.2875	7091625.807	"58058"
2241	8075.55165	"grass"	"grass"	"grass"	"grass"	614545.93	7090881.195	"58064"
2242	2057.12985	"grass"	"grass"	"grass"	"grass"	613493.63	7091959.807	"58078"
2243	18627.095	"grass"	"grass"	"grass"	"grass"	614115.305	7092753.286	"58084"
2244	7673.4274	"grass"	"grass"	"grass"	"grass"	614241.8382	7092547.831	"58085"
2245	2910.3185	"grass"	"grass"	"grass"	"grass"	614156.7997	7092846.774	"58087"
2246	11381.9866	"grass"	"grass"	"grass"	"grass"	615233.195	7092868.105	"58088"
2247	1639.8675	"grass"	"grass"	"grass"	"grass"	614409.3725	7091524.469	"58093"
2248	2371.06765	"grass"	"grass"	"grass"	"grass"	612603.8147	7092606.827	"58097"
2249	1291.99085	"grass"	"grass"	"grass"	"grass"	610365.465	7090828.654	"58128"
2250	2261.50105	"grass"	"grass"	"grass"	"grass"	610561.5648	7090882.902	"58133"
2251	13541.2494	"grass"	"grass"	"grass"	"grass"	610692.595	7090978.122	"58136"
2252	1339.05265	"grass"	"grass"	"grass"	"grass"	610964.364	7091020.588	"58140"
2253	11908.0501	"grass"	"grass"	"grass"	"grass"	611200.35	7090761.211	"58143"
2254	2456.68405	"grass"	"grass"	"grass"	"grass"	611368.7875	7091130.152	"58152"
2255	3032.76735	"grass"	"grass"	"grass"	"grass"	611509.8168	7091494.634	"58156"
2256	9018.63175	"grass"	"grass"	"grass"	"grass"	611476.5625	7091423.748	"58158"
2257	8031.8943	"grass"	"grass"	"grass"	"grass"	612383.3375	7091826.516	"58162"
2258	8086.84395	"grass"	"grass"	"grass"	"grass"	612243.38	7091499.414	"58163"
2259	2684.9045	"grass"	"grass"	"grass"	"grass"	612204.025	7091525.149	"58164"
2260	1606.51415	"stubble"	"plough"	"plough"	"grain"	611842.9532	7094768.541	"58186"
2261	793.6542	"grass"	"grass"	"grass"	"grass"	612886.2019	7095207.822	"58193"
2262	1116.4725	"grass"	"grass"	"grass"	"grass"	614332.9397	7095025.3	"58202"
2263	3811.84545	"grass"	"grass"	"grass"	"grass"	614462.935	7094190.285	"58219"
2264	1317.71135	"grass"	"grass"	"grass"	"grass"	614573.535	7095260.785	"58226"
2265	1238.5606	"grass"	"grass"	"grass"	"grass"	615798.6	7093307.241	"58237"
2266	4542.9603	"plough"	"plough"	"plough"	"plough"	614688.395	7093917.207	"58241"
2267	462.19555	"grass"	"grass"	"grass"	"grass"	612685.4251	7095740.325	"58252"
2268	1325.98145	"grass"	"grass"	"grass"	"grass"	614477.1876	7095633.56	"58257"
2269	802.9654	"grass"	"grass"	"grass"	"grass"	614916.4275	7095904.15	"58260"
2270	5277.8279	"grass"	"grass"	"grass"	"grass"	614563.645	7095337.339	"58266"
2271	1218.22575	"stubble"	"plough"	"plough"	"grain"	613817.6582	7086760.337	"58271"
2272	1199.1023	"plough"	"plough"	"grain"	"grain"	613614.4475	7086387.651	"58272"
2273	4984.9715	"stubble"	"stubble"	"grain"	"grain"	614989.885	7083455.067	"58277"
2274	1162.206	"plough"	"plough"	"grain"	"grain"	616151.045	7084242.484	"58278"
2275	11094.03145	"stubble"	"stubble"	"grass"	"grass"	613552.89	7082469.55	"58296"
2276	3283.1203	"stubble"	"stubble"	"grain"	"grain"	614192.13	7083502.303	"58297"
