"new.id"	"Area.M2"	"p1"	"p2"	"p3"	"p4"	"x"	"y"	"Final.ID"
763	774.2306	"grass"	"grass"	"grass"	"grass"	619834.175	7102809.582	"10588"
764	3212.04375	"grass"	"grass"	"grass"	"grass"	619911.335	7102826.263	"10626"
765	4939.9593	"grass"	"grass"	"grass"	"grass"	619799.9725	7102741.734	"10854"
766	24105.3437	"other"	"other"	"other"	"other"	620959.455	7102828.877	"10881"
767	3351.87105	"grass"	"grass"	"grass"	"grass"	619675.177	7102702.462	"10889"
768	1245.23475	"grass"	"grass"	"grain"	"grain"	619866.6875	7102759.555	"10977"
769	1397.91715	"grass"	"grass"	"grain"	"grain"	619811.4025	7102772.214	"10978"
770	1992.55815	"grass"	"grass"	"grass"	"grass"	619858.195	7102731.234	"11029"
771	147994.6894	"plough"	"grain"	"grain"	"grain"	623027.685	7096802.149	"14367"
772	22707.65755	"stubble"	"plough"	"grain"	"grain"	622545.77	7095562.107	"14405"
773	9781.6378	"plough"	"grain"	"grain"	"grain"	622597.3825	7097487.282	"14419"
774	342223.9393	"plough"	"grain"	"grain"	"grain"	623026.97	7096442.668	"14423"
775	1856.83445	"stubble"	"plough"	"grain"	"grain"	622956.59	7096096.292	"14586"
776	45949.76245	"stubble"	"stubble"	"plough"	"grain"	622764.895	7096289.992	"14741"
777	59570.32485	"stubble"	"plough"	"plough"	"grain"	622813.4	7094847.822	"14984"
778	45366.8055	"stubble"	"plough"	"grain"	"grain"	622868.25	7095354.782	"15195"
779	90365.692	"grass"	"plough"	"grain"	"grain"	623407.01	7102085.75	"15411"
780	10172.9619	"grass"	"grass"	"grass"	"grass"	623769.3979	7101434.046	"15424"
781	41033.1468	"stubble"	"plough"	"plough"	"grain"	624908.7319	7101560.027	"15448"
782	7211.0078	"plough"	"plough"	"plough"	"grain"	624213.6939	7102491.956	"15469"
783	9813.513	"grass"	"grass"	"grass"	"grass"	623340.1525	7101985.29	"15475"
784	3691.4596	"grass"	"grass"	"grass"	"grass"	623559.6025	7101734.723	"15477"
785	19677.4136	"stubble"	"plough"	"grain"	"grain"	625237.9433	7101426.344	"15547"
786	15555.40715	"grass"	"plough"	"grain"	"grain"	625151.075	7101419.305	"15550"
787	5406.8557	"plough"	"plough"	"plough"	"grain"	625121.535	7101506.869	"15557"
788	52892.45645	"stubble"	"plough"	"plough"	"grain"	625111.6824	7101313.724	"15558"
789	4381.11895	"grass"	"plough"	"plough"	"grain"	625032.1986	7101410.395	"15559"
790	253436.8866	"plough"	"plough"	"grain"	"grain"	623894.185	7102000.227	"15574"
791	73183.3307	"grass"	"plough"	"grain"	"grain"	624122.7846	7102535.574	"15577"
792	10661.76955	"plough"	"plough"	"grass"	"grass"	623720.1833	7102468.4	"15582"
793	8791.77955	"grass"	"grass"	"grass"	"grass"	623711.5604	7101735.836	"15593"
794	10545.49085	"stubble"	"grass"	"plough"	"plough"	623806.18	7101533.646	"15652"
795	20704.33545	"grass"	"grass"	"grass"	"grass"	623467.08	7100293.193	"15714"
796	30924.37525	"other"	"other"	"other"	"other"	623204.5488	7101689.359	"15715"
797	7300.8009	"grass"	"grass"	"grass"	"grass"	623742.45	7101814.896	"15756"
798	27333.6356	"grass"	"plough"	"plough"	"grain"	623464.1318	7102255.796	"15770"
799	12007.1493	"plough"	"plough"	"grain"	"grain"	623644.8793	7102236.307	"15771"
800	541144.9361	"grass"	"grass"	"grass"	"grass"	623022.87	7100132.857	"15802"
801	30546.9814	"grass"	"grass"	"grass"	"grass"	624661.125	7101615.155	"15857"
802	89895.0104	"plough"	"plough"	"plough"	"grain"	625523.0425	7101434.276	"15869"
803	36090.42555	"grass"	"grass"	"grass"	"grass"	623362.9875	7101835.05	"15882"
804	8150.06065	"plough"	"plough"	"plough"	"grain"	625803.4625	7101532.516	"15930"
805	7766.9994	"grass"	"plough"	"grain"	"grain"	625607.745	7101612.395	"15932"
806	19254.92715	"grass"	"grass"	"grass"	"grass"	626406.76	7101886.513	"16027"
807	4153.5927	"plough"	"plough"	"plough"	"grain"	625686.271	7101429.337	"16039"
808	26767.88425	"plough"	"plough"	"grain"	"grain"	625929.8683	7101509.848	"16048"
809	10596.21085	"grass"	"grass"	"grass"	"grass"	623117.2225	7099682.244	"16103"
810	16944.15455	"grass"	"grass"	"grass"	"grass"	623392.625	7099965.972	"16116"
811	52798.18595	"grass"	"grass"	"grass"	"grass"	622906.3194	7099588.677	"16117"
812	25732.76075	"stubble"	"plough"	"grain"	"grain"	622557.35	7098729.868	"16234"
813	15007.57185	"grass"	"grass"	"grass"	"grass"	623378.4453	7100029.875	"16297"
814	8068.67225	"grass"	"grass"	"grass"	"grass"	623548.4258	7099960.972	"16303"
815	32166.6388	"grass"	"grass"	"grass"	"grass"	623389.075	7099840.884	"16319"
816	20442.01305	"grass"	"grass"	"grass"	"grass"	623158.375	7099859.813	"16353"
817	28090.4099	"stubble"	"plough"	"grain"	"grain"	622498.82	7098541.022	"16354"
818	115034.1854	"stubble"	"stubble"	"grass"	"grass"	623138.4725	7099377.38	"16373"
819	58637.32475	"stubble"	"stubble"	"stubble"	"grain"	623392.95	7099633.733	"16375"
820	1057.67225	"grass"	"grass"	"grass"	"grass"	625842.7559	7099657.439	"16442"
821	826.103	"grass"	"grass"	"grass"	"grass"	619337.5109	7090306.195	"18529"
822	38212.1089	"plough"	"plough"	"grain"	"grain"	618439.965	7102715.723	"18543"
823	112050.1007	"plough"	"plough"	"grain"	"grain"	618509.74	7102456.071	"18544"
824	27523.50915	"plough"	"plough"	"plough"	"grain"	618572.355	7092754.212	"18546"
825	9342.77255	"plough"	"plough"	"grain"	"grain"	616200.645	7102385.224	"18551"
826	11887.5	"stubble"	"plough"	"grain"	"grain"	619077.3534	7093247.893	"18584"
827	6366.9079	"grass"	"grass"	"grass"	"grass"	617243.32	7089732.101	"18589"
828	12078.0877	"stubble"	"stubble"	"stubble"	"grain"	623123.205	7099543.915	"18594"
829	3957.38195	"plough"	"plough"	"grain"	"grain"	619711.649	7091364.627	"18620"
830	95891.38345	"plough"	"plough"	"grain"	"grain"	622648.745	7095127.569	"18626"
831	8026.56615	"grass"	"grass"	"grass"	"grass"	618486.855	7073836.168	"35717"
832	17864.43505	"grass"	"grass"	"grass"	"grass"	618340.6425	7073899.294	"35718"
833	8851.8865	"stubble"	"stubble"	"stubble"	"stubble"	617402.3	7073982.667	"35720"
834	19887.58425	"stubble"	"plough"	"plough"	"plough"	617542.5055	7074049.518	"35721"
835	25560.19095	"grass"	"grass"	"grass"	"grass"	618274.5708	7073800.468	"37320"
836	22166.5128	"grass"	"grass"	"grass"	"grass"	618380.734	7074152.937	"37420"
837	10207.73185	"plough"	"plough"	"grain"	"grain"	618244.5294	7074309.316	"37424"
838	6124.54485	"grass"	"grass"	"grass"	"grass"	618385.031	7073948.917	"37426"
839	15232.08565	"grass"	"grass"	"grass"	"grass"	618703.4175	7073680.833	"37649"
840	56769.0957	"stubble"	"grain"	"grain"	"grain"	621293.695	7077753.57	"41221"
841	120062.7608	"grass"	"grass"	"grass"	"grass"	622989.8669	7073738.9	"41233"
842	232616.5274	"grass"	"grass"	"grass"	"grass"	624112.27	7077795.989	"41240"
843	4328.1307	"stubble"	"plough"	"plough"	"grain"	626069.655	7078796.795	"41242"
844	124606.8867	"potato"	"potato"	"plough"	"plough"	623887.7125	7076291.291	"41243"
845	14180.40495	"stubble"	"stubble"	"plough"	"grain"	623101.7075	7074457.223	"41251"
846	12283.4985	"other"	"grass"	"grass"	"grass"	626186.5275	7080972.88	"41258"
847	144525.5531	"stubble"	"grain"	"grain"	"grain"	619713.3115	7078743.337	"41353"
848	1668.153	"stubble"	"plough"	"plough"	"grain"	621014.6975	7077717.014	"41362"
849	2011.65505	"plough"	"plough"	"grain"	"grain"	622009.21	7078300.164	"41364"
850	2055.8131	"grass"	"grass"	"plough"	"grain"	620942.4975	7077928.171	"41365"
851	2254.1597	"potato"	"potato"	"plough"	"grain"	622823.7	7077248.126	"41368"
852	3268.9159	"grass"	"grass"	"grass"	"grass"	621969.19	7078605.679	"41371"
853	2786.6783	"grass"	"grass"	"grass"	"grass"	621884.3108	7078338.302	"41373"
854	5332.4985	"plough"	"plough"	"grain"	"grain"	620978.845	7078300.148	"41374"
855	5020.6721	"plough"	"plough"	"grain"	"grain"	620969.1077	7077827.061	"41375"
856	15788.78265	"stubble"	"stubble"	"grain"	"grain"	622876.1475	7076420.525	"41381"
857	30012.1197	"grass"	"grass"	"plough"	"grain"	622571.3905	7077142.557	"41385"
858	11654.39375	"plough"	"plough"	"grain"	"grain"	621854.1679	7078003.274	"41390"
859	22424.17655	"plough"	"plough"	"grain"	"grain"	621991.94	7077599.878	"41392"
860	23488.69205	"potato"	"grain"	"grain"	"grain"	621753.05	7077644.408	"41393"
861	76006.71275	"grass"	"grain"	"grain"	"grain"	621520.195	7077588.737	"41394"
862	22568.72475	"plough"	"grain"	"grain"	"grain"	621696.06	7077747.014	"41397"
863	2188.9756	"grass"	"grass"	"grain"	"grain"	621100.7022	7077678.121	"41403"
864	63876.3505	"plough"	"plough"	"grain"	"grain"	620007.69	7078851.903	"41413"
865	26334.2028	"grass"	"grain"	"grain"	"grain"	620445.07	7077920.144	"41431"
866	2607.2898	"plough"	"plough"	"grain"	"grain"	621040.8908	7078388.16	"41433"
867	4063.8183	"stubble"	"plough"	"plough"	"grain"	620970.455	7078339.57	"41437"
868	2011.06295	"plough"	"plough"	"grain"	"grain"	620848.834	7078181.495	"41439"
869	2551.25625	"plough"	"plough"	"grain"	"grain"	620931.715	7078033.137	"41440"
870	27077.94795	"stubble"	"plough"	"plough"	"grain"	621031.6575	7078003.919	"41441"
871	52020.04635	"grass"	"grass"	"grass"	"grass"	621656.9275	7078114.42	"41451"
872	104094.637	"grass"	"grass"	"grass"	"grass"	621731.1308	7078336.342	"41455"
873	3564.3879	"grass"	"plough"	"plough"	"grain"	623028.9575	7076568.585	"41459"
874	14356.581	"stubble"	"stubble"	"stubble"	"grain"	622952.585	7077857.163	"41461"
875	57360.1258	"potato"	"potato"	"grain"	"grain"	623059.614	7077165.665	"41464"
876	8848.1513	"grass"	"grass"	"grass"	"grain"	621363.6025	7078628.079	"41466"
877	1164.1251	"plough"	"grain"	"grain"	"grain"	622565.6233	7079849.505	"41482"
878	2267.46725	"grass"	"grass"	"grass"	"grass"	621282.9181	7080599.009	"41489"
879	2796.6683	"grass"	"grass"	"grass"	"grass"	620005.6226	7080665.398	"41497"
880	3743.3952	"grass"	"grass"	"grass"	"grain"	620093.8437	7080586.78	"41499"
881	4612.94515	"grass"	"grass"	"grass"	"grass"	622059.9325	7079891.256	"41503"
882	4172.3715	"grass"	"grass"	"grass"	"grass"	621629.7816	7080800.773	"41505"
883	4430.03925	"grass"	"grass"	"grass"	"grass"	620502.1875	7079469.801	"41507"
884	4730.0672	"grass"	"grass"	"grass"	"grass"	621926.185	7079258.1	"41509"
885	4522.3524	"grass"	"grass"	"grass"	"grass"	622567.9836	7080582.634	"41510"
886	23392.91285	"plough"	"plough"	"grass"	"grass"	622570.235	7079778.306	"41511"
887	6410.4048	"plough"	"plough"	"plough"	"grain"	620060.6322	7080446.689	"41512"
888	7455.69805	"stubble"	"stubble"	"stubble"	"grass"	622480.0295	7080402.544	"41516"
889	8706.31925	"grass"	"grass"	"grass"	"grass"	622740.2671	7080434.524	"41520"
890	17268.4472	"stubble"	"plough"	"grain"	"grain"	620550.4268	7080925.934	"41525"
891	51552.65465	"grass"	"plough"	"grain"	"grain"	621328.6175	7079935.768	"41531"
892	26868.27765	"grass"	"grass"	"grass"	"grass"	621827.3075	7079682.666	"41540"
893	29765.8962	"plough"	"plough"	"grain"	"grain"	621354.545	7079005.366	"41558"
894	160932.6631	"stubble"	"stubble"	"stubble"	"grain"	621055.6377	7078875.191	"41573"
895	174455.3121	"plough"	"plough"	"grain"	"grain"	620756.6	7079008.644	"41574"
896	1393.8353	"grass"	"grass"	"grass"	"grass"	620464.9071	7079860.756	"41577"
897	11062.7363	"grass"	"grass"	"grass"	"grass"	622781.4705	7079740.027	"41580"
898	56812.9956	"grass"	"grass"	"grass"	"grass"	622728.437	7079988.726	"41586"
899	80034.93625	"grass"	"grass"	"grass"	"grass"	622924.29	7080218.062	"41587"
900	55168.94905	"grass"	"grass"	"grass"	"grass"	622338.98	7080558.202	"41595"
901	6144.77055	"grass"	"grass"	"grass"	"grass"	622434.3145	7080498.337	"41596"
902	6598.18085	"grass"	"grain"	"grain"	"grain"	622419.1175	7080329.729	"41598"
903	32679.6393	"grass"	"grass"	"grass"	"grass"	622235.885	7080372.13	"41599"
904	4518.14985	"grass"	"grass"	"grass"	"grass"	622834.421	7080482.817	"41600"
905	33170.76775	"grass"	"plough"	"plough"	"grain"	622496.0444	7080734.102	"41602"
906	10701.39805	"stubble"	"plough"	"grain"	"grain"	622256.8325	7080043.905	"41605"
907	23691.64055	"grass"	"grain"	"grain"	"grain"	622278.565	7079913.832	"41608"
908	17571.83405	"grass"	"grain"	"grain"	"grain"	621978.64	7080410.239	"41611"
909	38673.53875	"plough"	"grass"	"grass"	"grass"	622061.95	7080857.592	"41613"
910	38640.15905	"grass"	"grass"	"grass"	"grass"	621946.77	7080977.066	"41615"
911	4996.2876	"grass"	"grass"	"grass"	"grass"	621587.275	7080863.021	"41618"
912	15966.58685	"grass"	"grass"	"grass"	"grass"	621683.3225	7080289.225	"41620"
913	3166.29325	"grass"	"grass"	"grass"	"grass"	621682.3275	7080356.658	"41621"
914	1608.9271	"grass"	"grass"	"grass"	"grass"	621749.335	7080370.35	"41622"
915	31104.868	"grass"	"grass"	"grass"	"grass"	621871.1778	7080542.072	"41623"
916	8626.864899	"grass"	"grass"	"grass"	"grass"	621869.345	7079861.197	"41626"
917	4214.7817	"grass"	"grass"	"grass"	"grass"	621594.2775	7080215.606	"41630"
918	6713.64365	"grass"	"grass"	"grass"	"grass"	621547.725	7080227.501	"41631"
919	9582.8587	"plough"	"plough"	"plough"	"grain"	621224.2225	7080354.958	"41638"
920	226116.9603	"plough"	"plough"	"grain"	"grain"	621140.7825	7079961.772	"41639"
921	38052.18925	"stubble"	"plough"	"grain"	"grain"	621387.483	7080126.882	"41642"
922	91684.19675	"stubble"	"plough"	"grain"	"grain"	620712.1436	7079821.73	"41647"
923	13973.7703	"grass"	"grass"	"grass"	"grass"	620208.5725	7080944.946	"41655"
924	5636.4625	"grass"	"grass"	"grass"	"grain"	620191.195	7080509.279	"41658"
925	64032.7099	"plough"	"plough"	"grain"	"grain"	620302.1257	7080324.25	"41659"
926	7252.67085	"plough"	"plough"	"grain"	"grain"	620278.6075	7078942.24	"41663"
927	70059.81905	"grass"	"grass"	"grass"	"grass"	620506.5475	7079281.137	"41667"
928	59130.285	"grass"	"grass"	"grain"	"grain"	620431	7079040.78	"41668"
929	10751.25255	"grass"	"grass"	"grass"	"grass"	619829.97	7080870.324	"41673"
930	7887.72575	"grass"	"grass"	"grass"	"grain"	620235.3506	7080738.162	"41680"
931	13819.93365	"grass"	"grass"	"grass"	"grass"	622024.6175	7081177.342	"41682"
932	206048.1963	"plough"	"grain"	"grain"	"grain"	623165.26	7079468.342	"41685"
933	14320.63675	"grass"	"grass"	"grass"	"grass"	623038.8625	7079750.921	"41687"
934	3435.7268	"grass"	"grass"	"grass"	"grass"	622869.75	7080764.36	"41690"
935	24118.98665	"grass"	"grain"	"grain"	"grain"	622946.69	7079596.836	"41694"
936	19509.88295	"grass"	"grass"	"grass"	"grass"	623100.795	7080399.486	"41700"
937	5137.33345	"grass"	"plough"	"plough"	"grain"	622608.71	7080699.439	"41703"
938	6884.5054	"grass"	"grass"	"grass"	"grass"	622117.6816	7081101.956	"41704"
939	86341.87685	"stubble"	"stubble"	"grain"	"grain"	621789.74	7080908.748	"41709"
940	18072.42295	"grass"	"grass"	"grass"	"grass"	621603.3975	7081008.318	"41710"
941	31023.64935	"grass"	"plough"	"grain"	"grain"	620339.57	7080967.061	"41714"
942	4035.7347	"grass"	"grass"	"grass"	"grass"	621865.6078	7081105.444	"41720"
943	1867.64265	"grass"	"grass"	"grass"	"grass"	620670.5275	7081042.452	"41721"
944	4487.1566	"grass"	"grass"	"grass"	"grass"	622010.3626	7081121.021	"41725"
945	10393.2625	"grass"	"grass"	"grass"	"grass"	619944.7575	7080797.297	"41731"
946	3962.62135	"plough"	"plough"	"grain"	"grain"	625217.0675	7073871.199	"41772"
947	55688.834	"plough"	"plough"	"grain"	"grain"	625219.1775	7073697.98	"41846"
948	57618.37535	"stubble"	"stubble"	"grain"	"grain"	624301.98	7073905.105	"41882"
949	283083.6032	"plough"	"grain"	"grain"	"grain"	626222.035	7074117.073	"41956"
950	28467.94335	"stubble"	"plough"	"grain"	"grain"	624968.8427	7073965.284	"41958"
951	274991.0955	"plough"	"grain"	"grain"	"grain"	625976.7075	7073881.755	"41968"
952	74423.86605	"stubble"	"plough"	"plough"	"grain"	624840.635	7073950.301	"41969"
953	17371.91435	"grass"	"grass"	"grass"	"grass"	623978.19	7074046.944	"41973"
954	155655.9239	"stubble"	"plough"	"grain"	"grain"	625947.7732	7077777.76	"42002"
955	255854.6137	"stubble"	"plough"	"grain"	"grain"	625317.1486	7076970.627	"42004"
956	238992.9715	"plough"	"plough"	"plough"	"grain"	624224.065	7079119.122	"42007"
957	77571.3389	"plough"	"plough"	"grain"	"grain"	624666.4575	7077000.954	"42008"
958	786.1209	"grass"	"grass"	"grass"	"grass"	624494.7912	7076748.182	"42026"
959	2063.68325	"stubble"	"stubble"	"grain"	"grain"	623522.37	7076711.349	"42046"
960	2922.35645	"grass"	"grass"	"grass"	"grass"	624060.0219	7078543.515	"42073"
961	3116.16745	"plough"	"plough"	"plough"	"grain"	625703.4146	7076695.152	"42078"
962	3561.97955	"stubble"	"stubble"	"plough"	"grain"	625240.4385	7077924.24	"42089"
963	3906.34715	"other"	"other"	"other"	"other"	624862.4981	7078403.823	"42098"
964	4377.48965	"grass"	"grass"	"grass"	"grass"	624842.23	7078457.078	"42101"
965	8420.15025	"grass"	"grass"	"grass"	"grass"	624218.095	7078653.559	"42108"
966	11615.99965	"stubble"	"plough"	"grain"	"grain"	625531.315	7076956.617	"42111"
967	9656.43345	"grass"	"grass"	"grain"	"grain"	624681.8229	7078352.677	"42122"
968	7638.92925	"stubble"	"stubble"	"stubble"	"grass"	623599.855	7076707.396	"42134"
969	8224.17265	"stubble"	"stubble"	"grain"	"grain"	623074.3	7078062.521	"42141"
970	26161.59545	"grass"	"grass"	"grass"	"grain"	623382.08	7078753.715	"42143"
971	6647.3155	"grass"	"grass"	"grass"	"grass"	624085.4386	7076722.975	"42144"
972	10584.1931	"grass"	"grass"	"grass"	"grass"	623375.1701	7078675.682	"42150"
973	10820.0863	"stubble"	"stubble"	"plough"	"grain"	623593.74	7076772.353	"42153"
974	19695.4635	"stubble"	"plough"	"grain"	"grain"	624855.175	7077366.863	"42160"
975	12791.6341	"grass"	"grass"	"grass"	"grass"	626100.435	7076752.362	"42161"
976	14274.97225	"stubble"	"plough"	"grass"	"grass"	624188	7076788.641	"42163"
977	17632.75595	"plough"	"plough"	"grain"	"grain"	624164.2862	7077460.678	"42164"
978	15530.9744	"plough"	"plough"	"plough"	"plough"	625114.27	7077503.931	"42166"
979	14316.30225	"grass"	"grass"	"grass"	"grass"	623013.5105	7078332.473	"42169"
980	105677.1143	"stubble"	"stubble"	"plough"	"grain"	624982.14	7076223.769	"42171"
981	16989.8607	"grass"	"grass"	"grass"	"grass"	624316.655	7078615.181	"42172"
982	33059.9247	"grass"	"grass"	"grass"	"grass"	624390.465	7077998.998	"42180"
983	32693.3788	"plough"	"plough"	"plough"	"grain"	625393.455	7076689.804	"42181"
984	38720.78235	"grass"	"grass"	"grass"	"grass"	625093.1425	7078327.863	"42183"
985	41606.0094	"grass"	"grass"	"grass"	"grass"	625340.765	7077953.956	"42188"
986	54588.45155	"stubble"	"plough"	"plough"	"grain"	624102.0225	7076528.009	"42189"
987	58921.2413	"grass"	"grass"	"grass"	"grass"	625088.375	7077229.095	"42190"
988	65000.34105	"grass"	"grass"	"grass"	"grass"	624931.8965	7076805.346	"42191"
989	90472.74325	"grass"	"grass"	"grass"	"grass"	625556.2781	7077635.099	"42193"
990	101305.5867	"stubble"	"plough"	"grain"	"grain"	624222.42	7077067.465	"42194"
991	190822.2463	"grass"	"grass"	"grass"	"grass"	625561.8675	7078036.464	"42197"
992	177876.7289	"grass"	"plough"	"plough"	"plough"	624916.36	7079073.033	"42205"
993	7635.5083	"grass"	"grass"	"grass"	"grass"	624176.34	7078810.296	"42210"
994	16834.1856	"grass"	"grass"	"grass"	"grass"	623198.5125	7078745.903	"42211"
995	14183.3212	"grass"	"grass"	"grass"	"grass"	624411.2825	7078777.95	"42217"
996	11573.4405	"grass"	"grass"	"grass"	"grass"	624448.375	7078707.922	"42221"
997	40308.32585	"stubble"	"plough"	"grass"	"grass"	624445.18	7076670.19	"42223"
998	125973.3302	"potato"	"potato"	"plough"	"grain"	623368.0791	7076279.381	"42224"
999	65832.9543	"stubble"	"stubble"	"stubble"	"stubble"	623092.4475	7078327.1	"42225"
1000	16827.1847	"other"	"grass"	"grass"	"grain"	626281.56	7078479.156	"42233"
1001	6094.5208	"stubble"	"plough"	"plough"	"grain"	626523.865	7078013.574	"42234"
1002	893.59175	"grass"	"grass"	"grass"	"grain"	626154.87	7078756.435	"42236"
1003	4834.24785	"stubble"	"stubble"	"grain"	"grain"	626197.186	7078130.277	"42237"
1004	4291.92555	"stubble"	"stubble"	"grain"	"grain"	626254.1255	7078017.549	"42238"
1005	4948.05925	"grass"	"plough"	"grain"	"grain"	626390.185	7076712.133	"42240"
1006	53038.32905	"other"	"plough"	"plough"	"grain"	626287.48	7078710.533	"42246"
1007	57320.80065	"plough"	"plough"	"grain"	"grain"	624885.2101	7074769.547	"42252"
1008	714.5621	"stubble"	"plough"	"grain"	"grain"	625903.1975	7075057.545	"42254"
1009	1052.94605	"grass"	"grass"	"grass"	"grass"	623156.374	7074121.846	"42257"
1010	1863.49395	"plough"	"plough"	"grain"	"grain"	623443.1018	7074318.616	"42259"
1011	1584.4571	"grass"	"grass"	"grass"	"grass"	623250.655	7074184.835	"42261"
1012	922.48295	"grass"	"grass"	"grain"	"grain"	623447.4625	7074072.629	"42264"
1013	9979.65325	"potato"	"potato"	"plough"	"grain"	623589.5727	7076142.008	"42283"
1014	41897.79115	"plough"	"plough"	"plough"	"grain"	624642.9525	7074907.694	"42287"
1015	32741.839	"plough"	"plough"	"plough"	"grain"	625158.155	7074471.889	"42289"
1016	17447.5925	"plough"	"plough"	"grain"	"grain"	624387.4369	7074910.636	"42292"
1017	123129.9865	"grass"	"grass"	"grain"	"grain"	625885.18	7074582.679	"42294"
1018	32237.2145	"stubble"	"plough"	"plough"	"grain"	624986.75	7075173.297	"42295"
1019	31717.80905	"potato"	"potato"	"plough"	"grain"	623136.8083	7076206.217	"42296"
1020	58848.01735	"stubble"	"stubble"	"plough"	"plough"	625385.1046	7074708.466	"42297"
1021	81915.69345	"stubble"	"stubble"	"grass"	"grain"	623307.0534	7075651.481	"42299"
1022	8974.34335	"stubble"	"stubble"	"plough"	"grain"	623363.0925	7075419.076	"42307"
1023	51047.5806	"plough"	"plough"	"grain"	"grain"	623240.4379	7074515.762	"42314"
1024	214.75485	"grass"	"grass"	"grass"	"grass"	623242.5558	7074141.177	"42318"
1025	49057.29545	"stubble"	"plough"	"grain"	"grain"	623442.6711	7074653.539	"42326"
1026	13506.94395	"plough"	"grass"	"grass"	"grass"	623567.99	7074588.647	"42328"
1027	194506.2843	"stubble"	"plough"	"plough"	"grain"	624489.4	7075205.634	"42342"
1028	63808.83045	"stubble"	"stubble"	"stubble"	"grass"	624013.34	7075938.923	"42348"
1029	274742.0314	"plough"	"grain"	"grain"	"grain"	624472.84	7076114.02	"42352"
1030	19597.91215	"plough"	"plough"	"plough"	"grain"	624737.9992	7074444.024	"42356"
1031	51412.4279	"plough"	"plough"	"plough"	"grain"	624850.275	7074386.596	"42365"
1032	3769.64355	"plough"	"plough"	"grain"	"grain"	624870.445	7075020.186	"42377"
1033	27883.2445	"grass"	"grass"	"plough"	"grain"	624822.7337	7075106.303	"42378"
1034	15467.66445	"grass"	"grass"	"grass"	"grass"	625235.325	7074610.002	"42383"
1035	15722.9	"plough"	"plough"	"grain"	"grain"	625177.7434	7075909.999	"42386"
1036	61094.6913	"grass"	"grass"	"plough"	"grain"	625896.4064	7075925.535	"42408"
1037	9815.6257	"grass"	"grass"	"grass"	"grass"	623125.36	7074036.475	"42418"
1038	28971.062	"potato"	"potato"	"plough"	"grain"	622944.82	7076164.84	"42420"
1039	17481.693	"stubble"	"stubble"	"plough"	"grain"	623065.52	7074582.467	"42422"
1040	6067.216	"plough"	"plough"	"grain"	"grain"	625015.8582	7074722.354	"42429"
1041	5321.87185	"grass"	"grass"	"plough"	"grain"	626485.975	7076245.113	"42436"
1042	14574.7316	"grass"	"grass"	"grass"	"grass"	623335.055	7082958.781	"42676"
1043	1599.0178	"grass"	"grass"	"grass"	"grass"	624297.3475	7080020.747	"42832"
1044	973.4398	"grass"	"grass"	"grass"	"grass"	624060.5925	7079556.68	"42846"
1045	6423.291	"grass"	"grass"	"grass"	"grass"	623950.6575	7079624.82	"42852"
1046	3253.1629	"grass"	"grass"	"grass"	"grass"	623062.8025	7079827.177	"42858"
1047	1290.75945	"grass"	"grass"	"grass"	"grain"	623443.4007	7079148.564	"42861"
1048	1699.43875	"grass"	"grass"	"grass"	"grass"	624256.1549	7079915.446	"42868"
1049	2139.10605	"grass"	"grass"	"grass"	"grass"	623959.8453	7079903.286	"42874"
1050	1827.43595	"other"	"stubble"	"stubble"	"stubble"	624906.9027	7078839.058	"42876"
1051	1601.2675	"grass"	"grass"	"grass"	"grain"	623037.59	7078876.334	"42880"
1052	1964.5399	"grass"	"grass"	"grass"	"grass"	624499.4475	7080056.084	"42884"
1053	2014.2985	"grass"	"grass"	"grass"	"grass"	623626.135	7079946.293	"42886"
1054	2946.79345	"grass"	"grass"	"grass"	"grass"	623818.52	7079567.018	"42892"
1055	2888.91385	"grass"	"grass"	"grass"	"grass"	623980.3774	7079930.015	"42899"
1056	2461.8689	"grass"	"grass"	"grass"	"grass"	624265.75	7080133.947	"42900"
1057	2522.44755	"grass"	"grass"	"grass"	"grass"	624886.1851	7079676.581	"42901"
1058	8789.4456	"grass"	"grass"	"grass"	"grass"	624043.055	7079719.586	"42906"
1059	11718.49045	"grass"	"grass"	"grass"	"grass"	623328.0888	7080372.893	"42910"
1060	2088.0397	"grass"	"grass"	"grass"	"grass"	624348.5987	7080192.041	"42911"
1061	3054.2945	"grass"	"grass"	"grass"	"grass"	624071.6777	7080326.065	"42914"
1062	3710.1122	"grass"	"grass"	"grass"	"grass"	623811.0758	7079442.954	"42915"
1063	3777.05665	"grass"	"grass"	"grass"	"grass"	623962.615	7079737.556	"42920"
1064	5175.66475	"grass"	"grass"	"grass"	"grass"	623757.74	7080394.772	"42921"
1065	4127.17945	"grass"	"grass"	"grass"	"grass"	624167.505	7079908.524	"42924"
1066	4168.93785	"grass"	"grass"	"grass"	"grass"	623137.08	7080750.062	"42925"
1067	7879.0147	"grass"	"grass"	"grass"	"grass"	623494.5299	7080109.309	"42934"
1068	4808.16335	"grass"	"grass"	"grass"	"grass"	624563.6225	7078870.592	"42935"
1069	5468.45505	"grass"	"grass"	"grass"	"grass"	623412.7925	7080357.726	"42936"
1070	10186.9219	"grass"	"grass"	"grass"	"grass"	623217.3337	7080107.612	"42944"
1071	12943.78275	"other"	"grass"	"grass"	"grass"	626102.5852	7079980.552	"42945"
1072	8429.3092	"grass"	"grass"	"grass"	"grass"	623311.5499	7079937.42	"42956"
