"new.id"	"Area.M2"	"p1"	"p2"	"p3"	"p4"	"x"	"y"	"Final.ID"	"initial1"	"initial2"	"initial3"	"initial4"
765	4939.9593	"grass"	"grass"	"grass"	"grass"	619799.9725	7102741.734	"10854"	417620.312547742	0	0	0
766	24105.3437	"other"	"other"	"other"	"other"	620959.455	7102828.877	"10881"	0	0	0	0
767	3351.87105	"grass"	"grass"	"grass"	"grass"	619675.177	7102702.462	"10889"	303402.684458206	0	0	0
768	1245.23475	"grass"	"grass"	"grain"	"grain"	619866.6875	7102759.555	"10977"	105582.560722116	0	91995.506734431	0
769	1397.91715	"grass"	"grass"	"grain"	"grain"	619811.4025	7102772.214	"10978"	125752.757344829	0	80440.5267660613	0
770	1992.55815	"grass"	"grass"	"grass"	"grass"	619858.195	7102731.234	"11029"	177212.923392863	0	0	0
771	147994.6894	"plough"	"grain"	"grain"	"grain"	623027.685	7096802.149	"14367"	0	8097755.90445751	0	0
772	22707.65755	"stubble"	"plough"	"grain"	"grain"	622545.77	7095562.107	"14405"	943056.391811379	0	1363491.45322265	0
773	9781.6378	"plough"	"grain"	"grain"	"grain"	622597.3825	7097487.282	"14419"	0	542242.887530986	0	0
774	342223.9393	"plough"	"grain"	"grain"	"grain"	623026.97	7096442.668	"14423"	0	15040510.3443362	0	0
775	1856.83445	"stubble"	"plough"	"grain"	"grain"	622956.59	7096096.292	"14586"	7082.79824906635	0	116146.345391212	0
776	45949.76245	"stubble"	"stubble"	"plough"	"grain"	622764.895	7096289.992	"14741"	2172809.50300927	0	0	1538511.84266113
777	59570.32485	"stubble"	"plough"	"plough"	"grain"	622813.4	7094847.822	"14984"	399047.875879042	0	0	2549776.45413606
778	45366.8055	"stubble"	"plough"	"grain"	"grain"	622868.25	7095354.782	"15195"	1887553.21233263	0	3712624.37519278	0
779	90365.692	"grass"	"plough"	"grain"	"grain"	623407.01	7102085.75	"15411"	8038741.98855768	0	2977107.28905304	0
780	10172.9619	"grass"	"grass"	"grass"	"grass"	623769.3979	7101434.046	"15424"	781676.710294315	0	0	0
781	41033.1468	"stubble"	"plough"	"plough"	"grain"	624908.7319	7101560.027	"15448"	1723985.37790842	0	0	2888372.50603
782	7211.0078	"plough"	"plough"	"plough"	"grain"	624213.6939	7102491.956	"15469"	0	0	0	617397.490911353
783	9813.513	"grass"	"grass"	"grass"	"grass"	623340.1525	7101985.29	"15475"	756054.345569282	0	0	0
784	3691.4596	"grass"	"grass"	"grass"	"grass"	623559.6025	7101734.723	"15477"	312473.210888711	0	0	0
785	19677.4136	"stubble"	"plough"	"grain"	"grain"	625237.9433	7101426.344	"15547"	261429.45372214	0	1190044.83245468	0
786	15555.40715	"grass"	"plough"	"grain"	"grain"	625151.075	7101419.305	"15550"	1261812.76025959	0	827998.215482352	0
787	5406.8557	"plough"	"plough"	"plough"	"grain"	625121.535	7101506.869	"15557"	0	0	0	267397.009210113
788	52892.45645	"stubble"	"plough"	"plough"	"grain"	625111.6824	7101313.724	"15558"	732352.950263319	0	0	1943189.16455432
789	4381.11895	"grass"	"plough"	"plough"	"grain"	625032.1986	7101410.395	"15559"	383375.061899919	0	0	362594.941671017
790	253436.8866	"plough"	"plough"	"grain"	"grain"	623894.185	7102000.227	"15574"	0	0	21408290.3061756	0
791	73183.3307	"grass"	"plough"	"grain"	"grain"	624122.7846	7102535.574	"15577"	6658996.03894602	0	3440058.46212699	0
792	10661.76955	"plough"	"plough"	"grass"	"grass"	623720.1833	7102468.4	"15582"	0	0	958946.236369675	0
793	8791.77955	"grass"	"grass"	"grass"	"grass"	623711.5604	7101735.836	"15593"	800271.438688082	0	0	0
794	10545.49085	"stubble"	"grass"	"plough"	"plough"	623806.18	7101533.646	"15652"	259850.470098305	915874.47581524	0	0
795	20704.33545	"grass"	"grass"	"grass"	"grass"	623467.08	7100293.193	"15714"	1526216.77856774	0	0	0
796	30924.37525	"other"	"other"	"other"	"other"	623204.5488	7101689.359	"15715"	0	0	0	0
797	7300.8009	"grass"	"grass"	"grass"	"grass"	623742.45	7101814.896	"15756"	570806.792300798	0	0	0
798	27333.6356	"grass"	"plough"	"plough"	"grain"	623464.1318	7102255.796	"15770"	2219057.25897565	0	0	1565964.53369092
799	12007.1493	"plough"	"plough"	"grain"	"grain"	623644.8793	7102236.307	"15771"	0	0	388196.063381442	0
800	541144.9361	"grass"	"grass"	"grass"	"grass"	623022.87	7100132.857	"15802"	49221308.4203824	0	0	0
801	30546.9814	"grass"	"grass"	"grass"	"grass"	624661.125	7101615.155	"15857"	2649891.69306762	0	0	0
802	89895.0104	"plough"	"plough"	"plough"	"grain"	625523.0425	7101434.276	"15869"	0	0	0	7923889.16374039
803	36090.42555	"grass"	"grass"	"grass"	"grass"	623362.9875	7101835.05	"15882"	2972346.00650838	0	0	0
804	8150.06065	"plough"	"plough"	"plough"	"grain"	625803.4625	7101532.516	"15930"	0	0	0	460717.745789968
805	7766.9994	"grass"	"plough"	"grain"	"grain"	625607.745	7101612.395	"15932"	695579.010160235	0	288875.568085595	0
806	19254.92715	"grass"	"grass"	"grass"	"grass"	626406.76	7101886.513	"16027"	1538812.14600871	0	0	0
807	4153.5927	"plough"	"plough"	"plough"	"grain"	625686.271	7101429.337	"16039"	0	0	0	243366.695313805
808	26767.88425	"plough"	"plough"	"grain"	"grain"	625929.8683	7101509.848	"16048"	0	0	1199723.99244426	0
809	10596.21085	"grass"	"grass"	"grass"	"grass"	623117.2225	7099682.244	"16103"	945660.693931725	0	0	0
810	16944.15455	"grass"	"grass"	"grass"	"grass"	623392.625	7099965.972	"16116"	1365992.78074643	0	0	0
811	52798.18595	"grass"	"grass"	"grass"	"grass"	622906.3194	7099588.677	"16117"	4237731.5810784	0	0	0
812	25732.76075	"stubble"	"plough"	"grain"	"grain"	622557.35	7098729.868	"16234"	104421.948034827	0	1003439.84637435	0
813	15007.57185	"grass"	"grass"	"grass"	"grass"	623378.4453	7100029.875	"16297"	1126080.49628932	0	0	0
814	8068.67225	"grass"	"grass"	"grass"	"grass"	623548.4258	7099960.972	"16303"	621303.143490508	0	0	0
815	32166.6388	"grass"	"grass"	"grass"	"grass"	623389.075	7099840.884	"16319"	2854797.84801189	0	0	0
816	20442.01305	"grass"	"grass"	"grass"	"grass"	623158.375	7099859.813	"16353"	1593709.32454142	0	0	0
817	28090.4099	"stubble"	"plough"	"grain"	"grain"	622498.82	7098541.022	"16354"	174215.726700323	0	1288807.18069207	0
818	115034.1854	"stubble"	"stubble"	"grass"	"grass"	623138.4725	7099377.38	"16373"	4851397.48760199	0	8637119.61738842	0
819	58637.32475	"stubble"	"stubble"	"stubble"	"grain"	623392.95	7099633.733	"16375"	1620804.88602823	0	0	4632425.54840251
820	1057.67225	"grass"	"grass"	"grass"	"grass"	625842.7559	7099657.439	"16442"	88280.9326152156	0	0	0
821	826.103	"grass"	"grass"	"grass"	"grass"	619337.5109	7090306.195	"18529"	72476.7913994445	0	0	0
822	38212.1089	"plough"	"plough"	"grain"	"grain"	618439.965	7102715.723	"18543"	0	0	1924932.67223194	0
823	112050.1007	"plough"	"plough"	"grain"	"grain"	618509.74	7102456.071	"18544"	0	0	3883181.96199932	0
824	27523.50915	"plough"	"plough"	"plough"	"grain"	618572.355	7092754.212	"18546"	0	0	0	1352959.70861287
825	9342.77255	"plough"	"plough"	"grain"	"grain"	616200.645	7102385.224	"18551"	0	0	766693.049793062	0
826	11887.5	"stubble"	"plough"	"grain"	"grain"	619077.3534	7093247.893	"18584"	475139.806030465	0	988775.546139135	0
827	6366.9079	"grass"	"grass"	"grass"	"grass"	617243.32	7089732.101	"18589"	538841.460719795	0	0	0
828	12078.0877	"stubble"	"stubble"	"stubble"	"grain"	623123.205	7099543.915	"18594"	177093.533897984	0	0	747549.156317664
829	3957.38195	"plough"	"plough"	"grain"	"grain"	619711.649	7091364.627	"18620"	0	0	243530.134804824	0
830	95891.38345	"plough"	"plough"	"grain"	"grain"	622648.745	7095127.569	"18626"	0	0	6891196.90570464	0
831	8026.56615	"grass"	"grass"	"grass"	"grass"	618486.855	7073836.168	"35717"	644519.126383849	0	0	0
832	17864.43505	"grass"	"grass"	"grass"	"grass"	618340.6425	7073899.294	"35718"	1546751.11162717	0	0	0
833	8851.8865	"stubble"	"stubble"	"stubble"	"stubble"	617402.3	7073982.667	"35720"	99020.2788539509	0	0	0
834	19887.58425	"stubble"	"plough"	"plough"	"plough"	617542.5055	7074049.518	"35721"	1138991.94125041	0	0	0
835	25560.19095	"grass"	"grass"	"grass"	"grass"	618274.5708	7073800.468	"37320"	1881202.96166903	0	0	0
836	22166.5128	"grass"	"grass"	"grass"	"grass"	618380.734	7074152.937	"37420"	2028204.06826915	0	0	0
837	10207.73185	"plough"	"plough"	"grain"	"grain"	618244.5294	7074309.316	"37424"	0	0	356675.458483543	0
838	6124.54485	"grass"	"grass"	"grass"	"grass"	618385.031	7073948.917	"37426"	491201.942956133	0	0	0
839	15232.08565	"grass"	"grass"	"grass"	"grass"	618703.4175	7073680.833	"37649"	1388430.3610868	0	0	0
840	56769.0957	"stubble"	"grain"	"grain"	"grain"	621293.695	7077753.57	"41221"	318264.724848298	2734696.85040763	0	0
841	120062.7608	"grass"	"grass"	"grass"	"grass"	622989.8669	7073738.9	"41233"	10140997.4806837	0	0	0
842	232616.5274	"grass"	"grass"	"grass"	"grass"	624112.27	7077795.989	"41240"	17062575.051273	0	0	0
843	4328.1307	"stubble"	"plough"	"plough"	"grain"	626069.655	7078796.795	"41242"	129585.310013784	0	0	217952.368506779
844	124606.8867	"potato"	"potato"	"plough"	"plough"	623887.7125	7076291.291	"41243"	43143566.6939342	0	0	0
845	14180.40495	"stubble"	"stubble"	"plough"	"grain"	623101.7075	7074457.223	"41251"	490763.799565718	0	0	873074.285193297
846	12283.4985	"other"	"grass"	"grass"	"grass"	626186.5275	7080972.88	"41258"	0	991245.331071679	0	0
847	144525.5531	"stubble"	"grain"	"grain"	"grain"	619713.3115	7078743.337	"41353"	1027130.94180273	12453632.4132496	0	0
848	1668.153	"stubble"	"plough"	"plough"	"grain"	621014.6975	7077717.014	"41362"	52573.4850517529	0	0	69933.5891204616
849	2011.65505	"plough"	"plough"	"grain"	"grain"	622009.21	7078300.164	"41364"	0	0	104608.464234846	0
850	2055.8131	"grass"	"grass"	"plough"	"grain"	620942.4975	7077928.171	"41365"	160382.492493224	0	0	97301.0594691126
851	2254.1597	"potato"	"potato"	"plough"	"grain"	622823.7	7077248.126	"41368"	1145718.49890071	0	0	139879.018331525
852	3268.9159	"grass"	"grass"	"grass"	"grass"	621969.19	7078605.679	"41371"	247398.33909113	0	0	0
853	2786.6783	"grass"	"grass"	"grass"	"grass"	621884.3108	7078338.302	"41373"	240424.279401495	0	0	0
854	5332.4985	"plough"	"plough"	"grain"	"grain"	620978.845	7078300.148	"41374"	0	0	346166.16387238	0
855	5020.6721	"plough"	"plough"	"grain"	"grain"	620969.1077	7077827.061	"41375"	0	0	213243.017081334	0
856	15788.78265	"stubble"	"stubble"	"grain"	"grain"	622876.1475	7076420.525	"41381"	226481.585353601	0	1281109.31550289	0
857	30012.1197	"grass"	"grass"	"plough"	"grain"	622571.3905	7077142.557	"41385"	2682506.05981119	0	0	1941151.93882125
858	11654.39375	"plough"	"plough"	"grain"	"grain"	621854.1679	7078003.274	"41390"	0	0	699502.699788572	0
859	22424.17655	"plough"	"plough"	"grain"	"grain"	621991.94	7077599.878	"41392"	0	0	959380.203170656	0
860	23488.69205	"potato"	"grain"	"grain"	"grain"	621753.05	7077644.408	"41393"	10128170.5628841	1061327.90008335	0	0
861	76006.71275	"grass"	"grain"	"grain"	"grain"	621520.195	7077588.737	"41394"	6907414.36653454	4166519.69078985	0	0
862	22568.72475	"plough"	"grain"	"grain"	"grain"	621696.06	7077747.014	"41397"	0	858646.013076225	0	0
863	2188.9756	"grass"	"grass"	"grain"	"grain"	621100.7022	7077678.121	"41403"	160821.364454147	0	188194.048162377	0
864	63876.3505	"plough"	"plough"	"grain"	"grain"	620007.69	7078851.903	"41413"	0	0	4074205.38342866	0
865	26334.2028	"grass"	"grain"	"grain"	"grain"	620445.07	7077920.144	"41431"	2315928.86894831	1337923.79993613	0	0
866	2607.2898	"plough"	"plough"	"grain"	"grain"	621040.8908	7078388.16	"41433"	0	0	141124.420657467	0
867	4063.8183	"stubble"	"plough"	"plough"	"grain"	620970.455	7078339.57	"41437"	168705.067826935	0	0	257782.228627398
868	2011.06295	"plough"	"plough"	"grain"	"grain"	620848.834	7078181.495	"41439"	0	0	113684.355460338	0
869	2551.25625	"plough"	"plough"	"grain"	"grain"	620931.715	7078033.137	"41440"	0	0	191101.101349744	0
870	27077.94795	"stubble"	"plough"	"plough"	"grain"	621031.6575	7078003.919	"41441"	344196.70629385	0	0	2273174.0856865
871	52020.04635	"grass"	"grass"	"grass"	"grass"	621656.9275	7078114.42	"41451"	3937981.71729181	0	0	0
872	104094.637	"grass"	"grass"	"grass"	"grass"	621731.1308	7078336.342	"41455"	9137495.01022875	0	0	0
873	3564.3879	"grass"	"plough"	"plough"	"grain"	623028.9575	7076568.585	"41459"	293114.82684561	0	0	226874.5822582
874	14356.581	"stubble"	"stubble"	"stubble"	"grain"	622952.585	7077857.163	"41461"	508261.393140801	0	0	522933.208177656
875	57360.1258	"potato"	"potato"	"grain"	"grain"	623059.614	7077165.665	"41464"	16662282.443952	0	3085720.36254555	0
876	8848.1513	"grass"	"grass"	"grass"	"grain"	621363.6025	7078628.079	"41466"	724671.465005427	0	0	624168.004018811
877	1164.1251	"plough"	"grain"	"grain"	"grain"	622565.6233	7079849.505	"41482"	0	102757.949856332	0	0
878	2267.46725	"grass"	"grass"	"grass"	"grass"	621282.9181	7080599.009	"41489"	197555.367456571	0	0	0
879	2796.6683	"grass"	"grass"	"grass"	"grass"	620005.6226	7080665.398	"41497"	205675.282941999	0	0	0
880	3743.3952	"grass"	"grass"	"grass"	"grain"	620093.8437	7080586.78	"41499"	317890.793458163	0	0	232987.187248032
881	4612.94515	"grass"	"grass"	"grass"	"grass"	622059.9325	7079891.256	"41503"	369192.960111676	0	0	0
882	4172.3715	"grass"	"grass"	"grass"	"grass"	621629.7816	7080800.773	"41505"	355970.070908896	0	0	0
883	4430.03925	"grass"	"grass"	"grass"	"grass"	620502.1875	7079469.801	"41507"	390633.024009261	0	0	0
884	4730.0672	"grass"	"grass"	"grass"	"grass"	621926.185	7079258.1	"41509"	412191.709929044	0	0	0
885	4522.3524	"grass"	"grass"	"grass"	"grass"	622567.9836	7080582.634	"41510"	393843.519555523	0	0	0
886	23392.91285	"plough"	"plough"	"grass"	"grass"	622570.235	7079778.306	"41511"	0	0	1996251.00830296	0
887	6410.4048	"plough"	"plough"	"plough"	"grain"	620060.6322	7080446.689	"41512"	0	0	0	245364.662469739
888	7455.69805	"stubble"	"stubble"	"stubble"	"grass"	622480.0295	7080402.544	"41516"	402909.338286214	0	0	620317.602240336
889	8706.31925	"grass"	"grass"	"grass"	"grass"	622740.2671	7080434.524	"41520"	790601.16001568	0	0	0
890	17268.4472	"stubble"	"plough"	"grain"	"grain"	620550.4268	7080925.934	"41525"	270993.24840889	0	1120051.4443855	0
891	51552.65465	"grass"	"plough"	"grain"	"grain"	621328.6175	7079935.768	"41531"	4006814.79904056	0	3507361.40827278	0
892	26868.27765	"grass"	"grass"	"grass"	"grass"	621827.3075	7079682.666	"41540"	2303014.61196288	0	0	0
893	29765.8962	"plough"	"plough"	"grain"	"grain"	621354.545	7079005.366	"41558"	0	0	1464983.37335964	0
894	160932.6631	"stubble"	"stubble"	"stubble"	"grain"	621055.6377	7078875.191	"41573"	4343765.0275563	0	0	7150241.40169155
895	174455.3121	"plough"	"plough"	"grain"	"grain"	620756.6	7079008.644	"41574"	0	0	10480459.5861077	0
896	1393.8353	"grass"	"grass"	"grass"	"grass"	620464.9071	7079860.756	"41577"	114972.177090004	0	0	0
897	11062.7363	"grass"	"grass"	"grass"	"grass"	622781.4705	7079740.027	"41580"	926695.918269476	0	0	0
898	56812.9956	"grass"	"grass"	"grass"	"grass"	622728.437	7079988.726	"41586"	4800223.73876156	0	0	0
899	80034.93625	"grass"	"grass"	"grass"	"grass"	622924.29	7080218.062	"41587"	6074257.31818073	0	0	0
900	55168.94905	"grass"	"grass"	"grass"	"grass"	622338.98	7080558.202	"41595"	4628945.59372458	0	0	0
901	6144.77055	"grass"	"grass"	"grass"	"grass"	622434.3145	7080498.337	"41596"	527009.092846163	0	0	0
902	6598.18085	"grass"	"grain"	"grain"	"grain"	622419.1175	7080329.729	"41598"	563476.18562806	259119.21745615	0	0
903	32679.6393	"grass"	"grass"	"grass"	"grass"	622235.885	7080372.13	"41599"	2744861.68129666	0	0	0
904	4518.14985	"grass"	"grass"	"grass"	"grass"	622834.421	7080482.817	"41600"	409564.678173619	0	0	0
905	33170.76775	"grass"	"plough"	"plough"	"grain"	622496.0444	7080734.102	"41602"	2475858.18053936	0	0	2002645.27587162
906	10701.39805	"stubble"	"plough"	"grain"	"grain"	622256.8325	7080043.905	"41605"	480520.485341245	0	394620.105807919	0
907	23691.64055	"grass"	"grain"	"grain"	"grain"	622278.565	7079913.832	"41608"	1915588.03201266	1782171.52312724	0	0
908	17571.83405	"grass"	"grain"	"grain"	"grain"	621978.64	7080410.239	"41611"	1361408.53428093	676234.007038829	0	0
909	38673.53875	"plough"	"grass"	"grass"	"grass"	622061.95	7080857.592	"41613"	0	3248265.64240335	0	0
910	38640.15905	"grass"	"grass"	"grass"	"grass"	621946.77	7080977.066	"41615"	3462792.33208855	0	0	0
911	4996.2876	"grass"	"grass"	"grass"	"grass"	621587.275	7080863.021	"41618"	435928.422484099	0	0	0
912	15966.58685	"grass"	"grass"	"grass"	"grass"	621683.3225	7080289.225	"41620"	1341419.91510409	0	0	0
913	3166.29325	"grass"	"grass"	"grass"	"grass"	621682.3275	7080356.658	"41621"	243014.007008996	0	0	0
914	1608.9271	"grass"	"grass"	"grass"	"grass"	621749.335	7080370.35	"41622"	122520.154002038	0	0	0
915	31104.868	"grass"	"grass"	"grass"	"grass"	621871.1778	7080542.072	"41623"	2725232.65474095	0	0	0
916	8626.864899	"grass"	"grass"	"grass"	"grass"	621869.345	7079861.197	"41626"	724975.747254439	0	0	0
917	4214.7817	"grass"	"grass"	"grass"	"grass"	621594.2775	7080215.606	"41630"	380542.398713812	0	0	0
918	6713.64365	"grass"	"grass"	"grass"	"grass"	621547.725	7080227.501	"41631"	499028.533691795	0	0	0
919	9582.8587	"plough"	"plough"	"plough"	"grain"	621224.2225	7080354.958	"41638"	0	0	0	559891.815151524
920	226116.9603	"plough"	"plough"	"grain"	"grain"	621140.7825	7079961.772	"41639"	0	0	19578837.1308937	0
921	38052.18925	"stubble"	"plough"	"grain"	"grain"	621387.483	7080126.882	"41642"	1859261.75213689	0	1860039.81278566	0
922	91684.19675	"stubble"	"plough"	"grain"	"grain"	620712.1436	7079821.73	"41647"	5213106.54251231	0	7445298.87598615	0
923	13973.7703	"grass"	"grass"	"grass"	"grass"	620208.5725	7080944.946	"41655"	1283152.36360635	0	0	0
924	5636.4625	"grass"	"grass"	"grass"	"grain"	620191.195	7080509.279	"41658"	465635.694297214	0	0	208499.19362963
925	64032.7099	"plough"	"plough"	"grain"	"grain"	620302.1257	7080324.25	"41659"	0	0	3496615.29961836	0
926	7252.67085	"plough"	"plough"	"grain"	"grain"	620278.6075	7078942.24	"41663"	0	0	444128.407775142	0
927	70059.81905	"grass"	"grass"	"grass"	"grass"	620506.5475	7079281.137	"41667"	5374957.14770476	0	0	0
928	59130.285	"grass"	"grass"	"grain"	"grain"	620431	7079040.78	"41668"	4390307.32063986	0	3864536.13230497	0
929	10751.25255	"grass"	"grass"	"grass"	"grass"	619829.97	7080870.324	"41673"	843303.931786183	0	0	0
930	7887.72575	"grass"	"grass"	"grass"	"grain"	620235.3506	7080738.162	"41680"	633180.901345688	0	0	476100.829952671
931	13819.93365	"grass"	"grass"	"grass"	"grass"	622024.6175	7081177.342	"41682"	1138550.21463378	0	0	0
932	206048.1963	"plough"	"grain"	"grain"	"grain"	623165.26	7079468.342	"41685"	0	14298606.604831	0	0
933	14320.63675	"grass"	"grass"	"grass"	"grass"	623038.8625	7079750.921	"41687"	1134085.9742198	0	0	0
934	3435.7268	"grass"	"grass"	"grass"	"grass"	622869.75	7080764.36	"41690"	290514.764371172	0	0	0
935	24118.98665	"grass"	"grain"	"grain"	"grain"	622946.69	7079596.836	"41694"	1793390.22868383	1330565.56584425	0	0
936	19509.88295	"grass"	"grass"	"grass"	"grass"	623100.795	7080399.486	"41700"	1744080.79768376	0	0	0
937	5137.33345	"grass"	"plough"	"plough"	"grain"	622608.71	7080699.439	"41703"	440520.688430761	0	0	318187.388499487
938	6884.5054	"grass"	"grass"	"grass"	"grass"	622117.6816	7081101.956	"41704"	531495.278730114	0	0	0
939	86341.87685	"stubble"	"stubble"	"grain"	"grain"	621789.74	7080908.748	"41709"	920398.267847462	0	4336600.01446668	0
940	18072.42295	"grass"	"grass"	"grass"	"grass"	621603.3975	7081008.318	"41710"	1395521.07060485	0	0	0
941	31023.64935	"grass"	"plough"	"grain"	"grain"	620339.57	7080967.061	"41714"	2290873.47833958	0	1321235.392071	0
942	4035.7347	"grass"	"grass"	"grass"	"grass"	621865.6078	7081105.444	"41720"	342150.01206861	0	0	0
943	1867.64265	"grass"	"grass"	"grass"	"grass"	620670.5275	7081042.452	"41721"	138270.667682473	0	0	0
944	4487.1566	"grass"	"grass"	"grass"	"grass"	622010.3626	7081121.021	"41725"	330768.92345348	0	0	0
945	10393.2625	"grass"	"grass"	"grass"	"grass"	619944.7575	7080797.297	"41731"	954708.395012485	0	0	0
946	3962.62135	"plough"	"plough"	"grain"	"grain"	625217.0675	7073871.199	"41772"	0	0	154589.026676304	0
947	55688.834	"plough"	"plough"	"grain"	"grain"	625219.1775	7073697.98	"41846"	0	0	3035838.73112385	0
948	57618.37535	"stubble"	"stubble"	"grain"	"grain"	624301.98	7073905.105	"41882"	3146742.73161541	0	2289607.14121269	0
949	283083.6032	"plough"	"grain"	"grain"	"grain"	626222.035	7074117.073	"41956"	0	15423491.9409125	0	0
950	28467.94335	"stubble"	"plough"	"grain"	"grain"	624968.8427	7073965.284	"41958"	80014.9177386733	0	1962420.93556364	0
951	274991.0955	"plough"	"grain"	"grain"	"grain"	625976.7075	7073881.755	"41968"	0	18499398.0695978	0	0
952	74423.86605	"stubble"	"plough"	"plough"	"grain"	624840.635	7073950.301	"41969"	936262.611852728	0	0	4911685.57152337
953	17371.91435	"grass"	"grass"	"grass"	"grass"	623978.19	7074046.944	"41973"	1579503.20344689	0	0	0
954	155655.9239	"stubble"	"plough"	"grain"	"grain"	625947.7732	7077777.76	"42002"	7004406.78974723	0	11612902.6205793	0
955	255854.6137	"stubble"	"plough"	"grain"	"grain"	625317.1486	7076970.627	"42004"	2180313.02875302	0	10908351.1410598	0
956	238992.9715	"plough"	"plough"	"plough"	"grain"	624224.065	7079119.122	"42007"	0	0	0	11658553.3908211
957	77571.3389	"plough"	"plough"	"grain"	"grain"	624666.4575	7077000.954	"42008"	0	0	2717132.18877255	0
958	786.1209	"grass"	"grass"	"grass"	"grass"	624494.7912	7076748.182	"42026"	58310.9291289848	0	0	0
959	2063.68325	"stubble"	"stubble"	"grain"	"grain"	623522.37	7076711.349	"42046"	102296.552820284	0	100242.553781831	0
960	2922.35645	"grass"	"grass"	"grass"	"grass"	624060.0219	7078543.515	"42073"	232531.9757149	0	0	0
961	3116.16745	"plough"	"plough"	"plough"	"grain"	625703.4146	7076695.152	"42078"	0	0	0	116562.431429717
962	3561.97955	"stubble"	"stubble"	"plough"	"grain"	625240.4385	7077924.24	"42089"	99515.9685034551	0	0	262472.240543127
963	3906.34715	"other"	"other"	"other"	"other"	624862.4981	7078403.823	"42098"	0	0	0	0
964	4377.48965	"grass"	"grass"	"grass"	"grass"	624842.23	7078457.078	"42101"	379827.600935306	0	0	0
965	8420.15025	"grass"	"grass"	"grass"	"grass"	624218.095	7078653.559	"42108"	663158.893208979	0	0	0
966	11615.99965	"stubble"	"plough"	"grain"	"grain"	625531.315	7076956.617	"42111"	343407.210373174	0	369197.733527592	0
967	9656.43345	"grass"	"grass"	"grain"	"grain"	624681.8229	7078352.677	"42122"	795446.146523828	0	416010.813071072	0
968	7638.92925	"stubble"	"stubble"	"stubble"	"grass"	623599.855	7076707.396	"42134"	228750.479604028	0	0	632754.378963302
969	8224.17265	"stubble"	"stubble"	"grain"	"grain"	623074.3	7078062.521	"42141"	268384.534887027	0	411631.38522382	0
970	26161.59545	"grass"	"grass"	"grass"	"grain"	623382.08	7078753.715	"42143"	2172881.56334828	0	0	1491632.22666443
971	6647.3155	"grass"	"grass"	"grass"	"grass"	624085.4386	7076722.975	"42144"	577840.938549151	0	0	0
972	10584.1931	"grass"	"grass"	"grass"	"grass"	623375.1701	7078675.682	"42150"	927781.252803875	0	0	0
973	10820.0863	"stubble"	"stubble"	"plough"	"grain"	623593.74	7076772.353	"42153"	12996.1177725717	0	0	613553.940844761
974	19695.4635	"stubble"	"plough"	"grain"	"grain"	624855.175	7077366.863	"42160"	56698.9066110786	0	973784.132560867	0
975	12791.6341	"grass"	"grass"	"grass"	"grass"	626100.435	7076752.362	"42161"	1140871.0285163	0	0	0
976	14274.97225	"stubble"	"plough"	"grass"	"grass"	624188	7076788.641	"42163"	798855.303373071	0	1076583.37496239	0
977	17632.75595	"plough"	"plough"	"grain"	"grain"	624164.2862	7077460.678	"42164"	0	0	968595.64477623	0
978	15530.9744	"plough"	"plough"	"plough"	"plough"	625114.27	7077503.931	"42166"	0	0	0	0
979	14316.30225	"grass"	"grass"	"grass"	"grass"	623013.5105	7078332.473	"42169"	1132067.0185714	0	0	0
980	105677.1143	"stubble"	"stubble"	"plough"	"grain"	624982.14	7076223.769	"42171"	1138064.82246643	0	0	7053726.39107313
981	16989.8607	"grass"	"grass"	"grass"	"grass"	624316.655	7078615.181	"42172"	1470947.45341292	0	0	0
982	33059.9247	"grass"	"grass"	"grass"	"grass"	624390.465	7077998.998	"42180"	2944631.88762839	0	0	0
983	32693.3788	"plough"	"plough"	"plough"	"grain"	625393.455	7076689.804	"42181"	0	0	0	2403666.98742727
984	38720.78235	"grass"	"grass"	"grass"	"grass"	625093.1425	7078327.863	"42183"	3257533.32320001	0	0	0
985	41606.0094	"grass"	"grass"	"grass"	"grass"	625340.765	7077953.956	"42188"	3524544.95392515	0	0	0
986	54588.45155	"stubble"	"plough"	"plough"	"grain"	624102.0225	7076528.009	"42189"	1645064.41723352	0	0	4766234.4165373
987	58921.2413	"grass"	"grass"	"grass"	"grass"	625088.375	7077229.095	"42190"	4903988.88767971	0	0	0
988	65000.34105	"grass"	"grass"	"grass"	"grass"	624931.8965	7076805.346	"42191"	5562190.27566266	0	0	0
989	90472.74325	"grass"	"grass"	"grass"	"grass"	625556.2781	7077635.099	"42193"	7418226.05308054	0	0	0
990	101305.5867	"stubble"	"plough"	"grain"	"grain"	624222.42	7077067.465	"42194"	3366715.8388531	0	4835657.49062514	0
991	190822.2463	"grass"	"grass"	"grass"	"grass"	625561.8675	7078036.464	"42197"	14358846.5012244	0	0	0
992	177876.7289	"grass"	"plough"	"plough"	"plough"	624916.36	7079073.033	"42205"	15161999.9876816	0	0	0
993	7635.5083	"grass"	"grass"	"grass"	"grass"	624176.34	7078810.296	"42210"	582032.072916242	0	0	0
994	16834.1856	"grass"	"grass"	"grass"	"grass"	623198.5125	7078745.903	"42211"	1534949.19823514	0	0	0
995	14183.3212	"grass"	"grass"	"grass"	"grass"	624411.2825	7078777.95	"42217"	1255773.29590005	0	0	0
996	11573.4405	"grass"	"grass"	"grass"	"grass"	624448.375	7078707.922	"42221"	985419.949878911	0	0	0
